id,Nama,Nomor Whatssap,Jenis kelamin,Pendidikan terakhir,Lama pengalaman (tahun),Jumlah lansia pernah dirawat,Umur,Keahlian,Mengurus rumah,Membantu pergerakan dan aktivitas fisik,Membantu konsumsi obat dan makanan,Mengecek kesehatan rutin secara mandiri,Mendampingi dan menjaga,Memasangkan alat medis khusus,Memeriksakan rutin ke dokter,Indonesia,Inggris,Jawa,Sunda,Melayu,Kota,Gaji
1537,Evey Tomaskov,+62 858-2023-5513,0,1,0,0,30,0,1,0,1,1,0,0,1,1,1,1,0,0,KABUPATEN KEP. SIAU TAGULANDANG BIARO,1220000
1538,Lorinda Aymes,+62 858-2286-9806,0,1,19,0,39,0.14,0,1,0,0,1,0,0,0,1,1,0,1,KABUPATEN BANJARNEGARA,970000
1539,Abagael Skedge,+62 858-4082-81505,0,1,6,4,39,0.71,0,0,1,0,0,1,0,0,1,0,0,0,KABUPATEN LEMBATA,1270000
1540,Kalinda Omrod,+62 858-4708-21785,0,1,4,2,24,1,0,0,0,1,0,0,1,1,0,1,1,1,KABUPATEN RAJA AMPAT,1830000
1541,Luella Schonfeld,+62 858-5987-514,0,2,0,0,22,1,0,1,0,1,0,1,1,1,1,0,1,0,KABUPATEN BENGKULU UTARA,1760000
1542,Milicent Morecomb,+62 858-7174-507,0,1,3,0,23,0.57,0,0,0,0,1,0,1,1,0,0,1,0,KABUPATEN LIMA PULUH KOTA,700000
1543,Janna Grosvenor,+62 858-9758-15890,0,1,5,0,29,1,0,0,1,1,1,0,1,1,0,1,0,1,KABUPATEN BONDOWOSO,1780000
1544,Nanci Claydon,+62 859-0280-644,0,1,3,1,34,0,0,1,1,1,1,0,0,1,0,1,1,0,KABUPATEN MUSI RAWAS UTARA,1440000
1545,Alvira Burk,+62 860-0860-7411,0,1,2,0,30,0,1,1,1,0,0,1,1,0,0,1,1,1,KABUPATEN PURBALINGGA,1770000
1546,Patricia Crosen,+62 860-3807-45676,0,1,7,0,37,0.43,1,1,0,1,1,0,1,1,1,0,1,0,KOTA BALIKPAPAN,1140000
1547,Ida Tutchener,+62 860-639-119,0,1,1,1,23,1,0,0,1,0,1,0,1,0,1,0,0,1,KABUPATEN BARRU,1230000
1548,Stella Snalom,+62 860-6948-58195,0,1,7,3,35,0.86,0,1,1,1,1,0,1,0,0,1,1,0,KABUPATEN KENDAL,1040000
1549,Carena Leneve,+62 860-9564-07532,0,1,4,1,26,0.86,0,1,0,1,1,0,1,1,0,0,1,1,KABUPATEN KONAWE KEPULAUAN,780000
1550,Sarena Muckeen,+62 861-2498-78451,0,2,11,5,34,1,0,0,0,1,1,1,1,1,1,1,0,0,KABUPATEN KEPULAUAN MERANTI,770000
1551,Kaela Lesor,+62 861-262-990,0,2,5,4,25,0.14,1,0,1,1,0,0,0,0,1,1,1,0,KABUPATEN DAIRI,1720000
1552,Adoree Bartalin,+62 861-3264-5744,0,1,2,2,22,1,1,0,0,0,0,0,0,0,0,0,1,1,KABUPATEN BARITO TIMUR,1040000
1553,Zelma Dyter,+62 861-3785-52635,0,2,9,5,34,0.43,1,1,0,1,1,1,1,0,0,0,1,1,KABUPATEN TELUK BINTUNI,1620000
1554,Vinni Giorgione,+62 861-8783-1328,0,2,2,2,34,0.71,0,1,0,1,1,1,0,0,1,0,1,1,KABUPATEN TELUK WONDAMA,1910000
1555,Vannie Worlidge,+62 862-0075-5986,0,1,1,1,23,0.43,0,1,1,0,1,0,1,0,0,1,1,1,KOTA ADM. JAKARTA UTARA,1910000
1556,Dee Peniello,+62 862-0796-8366,0,1,4,1,27,1,1,0,0,1,0,1,1,0,1,0,1,0,KABUPATEN LOMBOK BARAT,1080000
1557,Doralia Janicijevic,+62 862-3958-122,0,1,8,1,30,0.29,0,0,1,1,1,1,0,1,1,0,0,1,KOTA LUBUK LINGGAU,1310000
1558,Almira Dominici,+62 862-4485-00659,0,1,0,0,21,0.71,1,0,1,1,1,0,0,1,0,1,0,1,KABUPATEN LUMAJANG,1480000
1559,Rosella Ditchfield,+62 862-5731-28481,0,1,1,0,27,0.71,0,1,1,1,0,0,1,1,0,0,0,0,KABUPATEN BONE BOLANGO,1650000
1560,Arlette Landsborough,+62 863-143-945,0,1,0,0,30,0.57,1,1,1,1,0,1,1,1,1,1,0,0,KABUPATEN PEGUNUNGAN ARFAK,610000
1561,Olive Galsworthy,+62 863-3573-17125,0,1,12,8,39,1,0,1,1,1,1,1,1,1,1,1,1,1,KABUPATEN MINAHASA UTARA,1060000
1562,Anica Kittredge,+62 863-4212-55379,0,1,1,0,23,0.57,0,0,1,1,0,1,0,1,1,0,0,1,KABUPATEN KAPUAS HULU,1840000
1563,Brandais Beazer,+62 863-5993-1454,0,2,2,0,29,0.43,0,0,0,1,1,0,0,1,1,1,0,0,KABUPATEN KUTAI BARAT,1030000
1564,Dniren Wadly,+62 863-8205-6599,0,1,10,9,30,0.57,0,0,0,0,1,0,0,1,1,1,1,1,KABUPATEN NDUGA,1320000
1565,Angy MacDunleavy,+62 864-0586-4585,0,1,0,0,32,0.14,1,0,0,0,1,1,0,0,0,0,1,0,KABUPATEN BATU BARA,860000
1566,Hedwig Stitfall,+62 865-1627-3274,0,2,1,0,25,0.29,0,1,1,1,1,0,1,0,0,0,0,1,KABUPATEN TOBA,1060000
1567,Wilhelmina Westmorland,+62 865-4567-73365,0,1,2,1,26,0.29,0,1,0,1,0,1,1,0,1,0,0,0,KABUPATEN MUSI RAWAS UTARA,1400000
1568,Agathe Laverock,+62 865-4624-03580,0,1,5,4,39,0.57,0,0,0,0,0,1,0,1,0,1,0,0,KABUPATEN BARITO KUALA,600000
1569,Ladonna Brownhall,+62 865-7578-228,0,1,2,2,39,0.29,1,1,0,1,1,0,1,1,1,1,1,1,KABUPATEN SIAK,770000
1570,Ansley McLaughlin,+62 865-7863-85545,0,2,1,1,26,0.86,0,1,1,1,1,0,1,0,1,0,0,0,KOTA BUKITTINGGI,1560000
1571,Shel Wimpeney,+62 865-884-216,0,1,6,0,37,0.14,0,1,0,0,1,0,1,0,1,0,0,1,KABUPATEN LAMONGAN,1740000
1572,Zena Brose,+62 865-903-572,0,1,0,0,27,0.57,1,1,0,0,1,0,0,1,0,0,1,1,KABUPATEN GORONTALO,690000
1573,Zarah Livezey,+62 866-1890-13051,0,2,11,7,34,0,1,0,0,0,0,0,0,1,0,0,0,1,KABUPATEN LABUHANBATU,1910000
1574,Jaimie Divver,+62 866-2059-2241,0,1,12,6,35,0.71,0,0,0,1,1,0,0,1,1,0,0,0,KABUPATEN TAPANULI SELATAN,780000
1575,Margi Mc Carroll,+62 866-4594-88513,0,1,9,0,34,1,0,0,1,1,0,1,0,0,1,0,0,1,KABUPATEN SUMBAWA,850000
1576,Virgie Collcott,+62 866-522-920,0,1,2,2,37,0.71,0,1,1,0,0,0,1,1,0,1,1,1,KABUPATEN BELITUNG TIMUR,1170000
1577,Caryl Horwell,+62 866-5635-284,0,1,5,4,29,0,1,0,0,1,0,0,0,1,0,1,0,0,KABUPATEN DEIYAI,1120000
1578,Yalonda Roubay,+62 867-201-319,0,1,0,0,34,0.71,0,0,0,0,1,0,0,1,1,0,0,0,KOTA DEPOK,660000
1579,Brina Rampton,+62 867-4557-9009,0,2,2,2,35,1,0,1,0,0,1,1,0,1,1,1,0,0,KOTA BANDAR LAMPUNG,850000
1580,Orella Chopy,+62 868-1473-054,0,1,11,10,32,0.14,0,0,1,1,0,0,1,1,0,1,1,0,KABUPATEN BONE,740000
1581,Gleda Grundon,+62 868-5089-03034,0,1,0,0,27,0,0,1,1,0,0,1,1,1,0,1,1,0,KABUPATEN MANGGARAI TIMUR,1970000
1582,Donnajean Coney,+62 868-6764-2222,0,1,3,1,23,0,0,1,0,1,0,0,1,1,0,1,1,0,KABUPATEN MALAKA,1820000
1583,Lilian Munnery,+62 868-7092-8992,0,1,3,1,30,0.86,1,0,0,0,0,0,1,1,0,0,1,1,KABUPATEN TANA TORAJA,1390000
1584,Wandie Sharp,+62 869-1269-63030,0,1,1,1,30,0.43,0,0,1,1,1,0,0,0,1,1,1,0,KABUPATEN HULU SUNGAI SELATAN,650000
1585,Bernete Pluck,+62 869-3995-23602,0,1,16,5,39,1,0,0,0,1,1,0,0,0,0,0,1,0,KABUPATEN OGAN ILIR,1210000
1586,Debbie Casino,+62 869-6225-020,0,1,1,0,23,0.86,0,1,0,1,0,0,1,0,0,1,0,0,KABUPATEN JOMBANG,1550000
1587,Ainslee Southerton,+62 870-0198-3703,0,1,4,0,26,0.57,0,0,1,1,0,0,1,1,1,1,1,0,KABUPATEN KOLAKA TIMUR,1020000
1588,Dacey Gaylord,+62 870-2607-151,0,2,2,0,24,0,1,1,1,1,0,0,0,0,1,1,1,0,KOTA GUNUNGSITOLI,1730000
1589,Con Hurle,+62 870-3570-1768,0,2,1,0,31,0.71,0,0,0,0,1,0,0,0,0,1,1,1,KABUPATEN HALMAHERA UTARA,1370000
1590,Melamie Dillow,+62 870-413-981,0,1,5,0,27,0.57,1,1,0,0,1,1,0,0,1,1,0,1,KABUPATEN MUSI RAWAS,590000
1591,Merrili Work,+62 870-6800-818,0,1,11,4,36,0.86,0,0,1,1,0,0,0,0,1,1,0,1,KABUPATEN TANAH LAUT,1320000
1592,Jacenta Dolle,+62 870-7736-4997,0,2,5,4,30,0.86,0,1,0,0,1,0,1,1,0,1,0,1,KABUPATEN SEKADAU,950000
1593,Philis Johantges,+62 871-2943-26146,0,1,8,4,28,0.57,1,1,0,1,1,1,0,0,1,1,1,0,KOTA JAMBI,760000
1594,Lizette Brito,+62 871-3162-21492,0,2,6,3,39,0.57,0,0,0,0,1,0,0,0,0,0,1,1,KABUPATEN SUMBAWA BARAT,1870000
1595,Corly Barosch,+62 871-9376-7108,0,2,3,1,26,0.29,0,0,0,1,1,0,1,1,1,1,1,1,KABUPATEN POSO,910000
1596,Rosene Budleigh,+62 872-4163-62541,0,1,6,1,26,0.86,1,0,0,0,1,0,0,1,1,1,1,0,KABUPATEN LOMBOK TIMUR,560000
1597,Wynny Perrot,+62 872-4910-44027,0,1,1,1,31,0.29,1,0,1,0,0,1,0,1,1,1,0,1,KOTA TIDORE KEPULAUAN,570000
1598,Lenette Dollard,+62 872-891-114,0,1,6,0,26,0.71,1,0,1,0,1,1,0,0,1,1,0,0,KOTA PEKALONGAN,1250000
1599,Korrie Caren,+62 872-9507-524,0,1,3,3,36,0,1,0,1,1,1,0,1,0,0,0,0,1,KABUPATEN HALMAHERA UTARA,660000
1600,Emmy Luckey,+62 873-1400-5685,0,1,15,10,39,0.71,0,1,1,1,0,0,0,1,1,0,1,1,KOTA TERNATE,620000
1601,Katleen Chopy,+62 873-1401-901,0,1,8,0,29,0.86,1,1,0,0,1,0,1,0,0,0,0,0,KOTA METRO,1500000
1602,Katina Maudett,+62 873-276-870,0,1,5,1,36,0.57,0,0,0,1,0,0,0,0,1,1,1,0,KABUPATEN SIKKA,1870000
1603,Alfi Heinemann,+62 873-321-010,0,2,1,1,35,0.14,1,0,1,0,1,1,1,0,0,1,1,0,KABUPATEN JEMBRANA,1560000
1604,Theodosia Tomaskov,+62 873-418-067,0,1,1,1,23,0.71,1,0,0,1,1,0,1,0,1,0,1,0,KABUPATEN SAMOSIR,1960000
1605,Sibylle Aloshkin,+62 873-4961-7827,0,2,1,1,22,0.86,0,0,0,1,1,1,0,1,0,1,1,0,KABUPATEN TELUK WONDAMA,690000
1606,Ceil Batchley,+62 873-6249-4449,0,1,0,0,30,0.14,0,1,0,1,1,1,0,0,1,1,1,0,KOTA PANGKAL PINANG,1530000
1607,Cecelia Mewe,+62 873-6790-5745,0,1,12,2,33,0.29,1,0,1,1,0,1,1,1,1,0,0,0,KABUPATEN MAPPI,1520000
1608,Tedi Inglesant,+62 873-6823-07831,0,1,18,6,39,0.86,0,0,0,1,1,1,0,1,0,0,1,0,KABUPATEN PASAMAN,2000000
1609,Faith Greser,+62 873-721-549,0,2,5,4,34,0.29,0,1,0,0,1,0,0,1,0,1,1,1,KABUPATEN GAYO LUES,1960000
1610,Marcelline Clougher,+62 873-8238-722,0,1,2,2,27,1,0,1,1,1,1,1,1,0,1,0,0,0,KABUPATEN PANIAI,1790000
1611,Cate O'Neill,+62 874-3204-0615,0,2,10,2,39,0.14,0,0,1,1,0,0,0,0,0,0,0,1,KABUPATEN NIAS BARAT,720000
1612,Bren Tiley,+62 874-321-036,0,1,11,9,34,1,1,1,1,1,1,1,1,0,0,0,1,1,KABUPATEN BOJONEGORO,840000
1613,Edwina Westcott,+62 874-4934-0818,0,1,0,0,26,1,1,1,1,0,1,0,0,1,0,0,1,1,KABUPATEN KEPULAUAN MENTAWAI,1960000
1614,Alexa Crippin,+62 874-8941-83241,0,2,4,3,34,0.86,0,0,0,1,0,0,1,1,1,0,0,0,KOTA BATU,750000
1615,Carlynne Sage,+62 875-1215-3384,0,1,5,1,30,0,1,0,1,0,1,1,1,1,0,0,1,1,KABUPATEN TABANAN,1360000
1616,Lorne McLurg,+62 875-674-632,0,1,4,0,27,0.29,1,1,1,0,1,0,0,0,1,1,1,0,KABUPATEN WAKATOBI,920000
1617,Tandie Kirkbride,+62 875-8261-8930,0,1,12,2,39,0.71,1,0,1,1,1,0,1,1,1,0,0,1,KABUPATEN MAJALENGKA,1690000
1618,Corrinne Tilby,+62 875-8565-10724,0,2,10,1,39,0,1,1,0,0,0,1,1,1,0,1,0,1,KABUPATEN LOMBOK BARAT,560000
1619,Lorena Sagar,+62 875-9014-27264,0,1,5,4,27,0.29,0,0,1,0,1,0,1,0,0,0,0,0,KABUPATEN SUMBA BARAT DAYA,1850000
1620,Belita Disbury,+62 875-9837-1571,0,1,10,4,39,0.29,1,0,1,0,1,1,1,0,1,1,1,0,KOTA MEDAN,1850000
1621,Berny Ollerhead,+62 876-1196-47988,0,2,7,6,37,0.14,1,0,1,0,0,0,0,1,0,1,0,1,KOTA PADANGSIDIMPUAN,730000
1622,Elianore Laffling,+62 876-5015-14798,0,1,10,9,36,0.29,1,1,1,0,0,0,1,1,0,0,1,0,KABUPATEN JENEPONTO,1030000
1623,Trixi Schankelborg,+62 876-5669-1571,0,1,9,8,36,0.14,1,1,1,0,1,1,0,1,1,0,1,1,KABUPATEN KEP. SIAU TAGULANDANG BIARO,1360000
1624,Moselle Chattey,+62 876-641-796,0,1,0,0,21,0.14,0,1,0,1,0,1,1,1,0,1,0,0,KABUPATEN EMPAT LAWANG,1920000
1625,Daphne Mewes,+62 876-8611-22976,0,1,1,1,28,0.57,0,1,1,0,1,1,0,0,0,0,1,0,KABUPATEN TAPANULI SELATAN,1440000
1626,Liva Kohnemann,+62 876-9767-7925,0,2,1,0,21,0,0,1,0,1,0,0,0,0,1,1,0,1,KABUPATEN WAKATOBI,1140000
1627,Claretta Rosenbarg,+62 877-1257-801,0,1,8,6,32,1,0,0,1,0,0,0,1,1,0,1,1,1,KABUPATEN BOLAANG MONGONDOW SELATAN,1380000
1628,Lauretta de Villier,+62 877-1304-358,0,1,3,0,38,0,1,1,0,0,0,0,0,1,1,0,0,1,KABUPATEN KEP. SIAU TAGULANDANG BIARO,1700000
1629,Clarie Ludl,+62 877-225-281,0,1,4,1,29,0.43,0,1,0,0,0,1,0,1,1,0,0,1,KABUPATEN KLATEN,740000
1630,Merridie Defty,+62 877-299-988,0,2,3,1,37,0.14,1,0,1,1,1,1,1,1,0,1,0,1,KABUPATEN BANTUL,1550000
1631,Nicky Purle,+62 877-498-332,0,2,2,0,22,0.86,1,1,0,1,0,1,0,1,0,1,1,1,KOTA ADM. JAKARTA TIMUR,1190000
1632,Madelene Lowndes,+62 877-5384-976,0,1,8,3,31,0.14,1,0,0,0,0,1,0,1,0,1,1,0,KABUPATEN MINAHASA SELATAN,790000
1633,Lucretia Juste,+62 877-7057-8478,0,1,1,0,29,0,1,0,0,0,0,1,0,0,1,1,1,0,KABUPATEN DEMAK,1740000
1634,Krystle Macak,+62 877-8523-4176,0,2,5,1,38,1,1,0,1,0,0,1,1,1,1,1,1,0,KOTA SABANG,1730000
1635,Polly Harnetty,+62 877-9536-9128,0,1,0,0,29,0.29,0,1,1,0,1,1,1,0,0,1,1,1,KABUPATEN PASURUAN,1140000
1636,Albertine Madoc-Jones,+62 878-0281-72784,0,1,0,0,22,0,0,1,1,0,0,0,1,0,1,0,1,0,KABUPATEN BURU,1510000
1637,Cally Ricson,+62 878-0929-823,0,2,10,5,37,0.71,0,0,0,1,0,1,0,1,1,0,0,1,KABUPATEN YALIMO,1880000
1638,Toni Otton,+62 878-170-723,0,1,16,5,37,1,0,0,1,0,0,0,0,0,0,0,0,1,KABUPATEN BANGLI,1290000
1639,Celestyn Jurczyk,+62 878-4517-77307,0,2,11,9,34,0.57,1,0,0,1,1,0,0,1,1,1,0,0,KABUPATEN PELALAWAN,1470000
1640,Raine MacKellar,+62 878-584-450,0,1,16,4,39,0,0,0,1,1,0,0,1,1,1,1,1,0,KABUPATEN MAMUJU TENGAH,760000
1641,Lilllie Eddins,+62 878-627-964,0,1,0,0,21,0.57,0,1,1,1,0,0,1,1,0,0,1,1,KABUPATEN PRINGSEWU,1900000
1642,Tate Boar,+62 878-6336-115,0,1,3,1,25,0.14,1,0,1,0,1,1,1,1,1,1,0,0,KABUPATEN GUNUNGKIDUL,750000
1643,Tory Leglise,+62 878-8849-638,0,1,7,0,35,0.29,0,1,0,0,0,0,0,0,0,0,1,0,KABUPATEN EMPAT LAWANG,890000
1644,Rene Pattillo,+62 878-9052-3602,0,1,5,2,25,0.71,1,0,0,1,1,1,1,0,0,0,1,0,KABUPATEN ROTE NDAO,1200000
1645,Fanchette Vala,+62 879-1775-086,0,2,1,0,23,0.86,0,1,1,0,0,0,0,0,1,1,0,1,KABUPATEN BLORA,1150000
1646,Laryssa Matusiak,+62 879-638-600,0,1,0,0,34,0,0,1,1,1,0,1,1,1,0,1,0,1,KABUPATEN ACEH BESAR,1190000
1647,Davine Petto,+62 879-7154-804,0,1,10,9,36,0.43,0,1,1,0,1,0,1,0,1,0,1,0,KABUPATEN TAKALAR,690000
1648,Gerrilee Wanderschek,+62 879-7216-9970,0,2,2,1,29,0.71,0,1,1,1,1,0,0,1,1,0,1,0,KABUPATEN SIAK,840000
1649,Amata Winch,+62 879-811-364,0,1,1,1,37,0.29,0,0,0,1,0,0,1,0,0,1,0,0,KOTA PEMATANGSIANTAR,1800000
1650,Windy Gilbride,+62 879-933-616,0,1,5,0,26,0.71,0,1,1,0,0,0,0,0,0,0,1,1,KABUPATEN NIAS UTARA,1530000
1651,Megan Penhallurick,+62 879-9372-8426,0,2,5,1,39,0,1,0,0,1,1,0,0,1,1,0,0,0,KABUPATEN CIANJUR,890000
1652,Kassandra Postins,+62 879-9385-9384,0,1,1,1,25,1,0,1,1,1,0,1,0,1,1,1,1,0,KABUPATEN KONAWE UTARA,1810000
1653,Karleen Chown,+62 879-9854-983,0,1,8,4,39,0.86,1,0,1,0,0,0,0,0,1,0,1,1,KABUPATEN BOGOR,1600000
1654,Ree Chatterton,+62 880-0573-144,0,1,2,1,30,0.29,1,0,1,1,0,0,0,0,0,1,1,0,KOTA DUMAI,1800000
1655,Erma MacKessock,+62 880-2428-4363,0,1,0,0,22,0.57,1,0,1,1,1,1,0,1,0,0,1,1,KABUPATEN WONOSOBO,1780000
1656,Kristien Krimmer,+62 880-5045-09513,0,1,1,1,22,0.29,0,0,0,0,1,1,0,1,0,1,0,1,KOTA PRABUMULIH,1160000
1657,Ninnette Yankov,+62 880-5936-604,0,1,11,9,36,0.14,0,0,0,0,0,1,1,0,0,0,0,1,KABUPATEN KEEROM,740000
1658,Tanitansy Krollmann,+62 880-8228-26383,0,1,3,3,32,0.43,1,1,1,1,0,1,0,0,0,0,1,0,KABUPATEN INDRAMAYU,1400000
1659,Michelle Dodswell,+62 880-8432-319,0,2,14,10,36,0.86,1,1,1,1,1,0,0,1,0,1,0,0,KABUPATEN BARITO SELATAN,520000
1660,Roxanne End,+62 880-9643-882,0,2,0,0,22,0.14,0,1,1,1,0,1,0,0,1,1,1,1,KABUPATEN BONDOWOSO,1710000
1661,Valerie Coetzee,+62 881-0471-814,0,1,1,0,24,0.29,1,1,0,1,0,0,1,1,1,0,0,0,KABUPATEN LAHAT,1600000
1662,Dolli Troman,+62 881-0498-2436,0,1,1,1,26,0.86,1,0,0,0,1,1,1,1,0,1,0,0,KABUPATEN ACEH BARAT DAYA,870000
1663,Pearle Corain,+62 881-3075-4991,0,2,3,3,25,0.71,0,0,0,0,1,0,1,0,1,1,1,0,KABUPATEN PATI,600000
1664,Hortensia MacConnulty,+62 881-448-389,0,1,6,2,30,0.29,0,1,1,0,1,0,1,0,0,1,0,1,KABUPATEN SUMBA BARAT,1520000
1665,Dolli Cure,+62 881-595-635,0,1,2,0,22,0.71,0,0,0,1,1,0,0,0,1,0,0,1,KABUPATEN SANGGAU,1580000
1666,Eddy Dressell,+62 881-7768-43817,0,1,1,0,24,0.71,1,0,0,0,1,0,1,0,1,1,1,1,KOTA PASURUAN,2000000
1667,Giana Charker,+62 881-8068-290,0,1,0,0,21,0.43,0,0,1,0,0,0,1,1,1,0,1,0,KABUPATEN LABUHANBATU,1250000
1668,Dorthea Grigg,+62 882-2204-6090,0,1,2,0,38,0.14,0,0,0,0,0,1,1,1,0,1,1,0,KOTA SUKABUPATENUMI,850000
1669,Jena Lowater,+62 882-3898-861,0,1,3,1,26,0.57,0,1,1,1,0,0,1,1,0,0,1,0,KABUPATEN TAKALAR,590000
1670,Rhodie Le Grand,+62 882-840-493,0,1,2,1,33,0.86,1,1,1,1,0,0,0,0,0,1,0,0,KABUPATEN OGAN KOMERING ULU TIMUR,1480000
1671,Virginia Simmen,+62 883-0513-7327,0,1,3,3,24,0,0,1,0,0,0,0,0,0,1,1,0,1,KABUPATEN KETAPANG,1580000
1672,Rafaelia Grisard,+62 883-4084-1972,0,1,2,2,35,0,1,0,0,0,0,1,1,0,0,0,0,0,KOTA PROBOLINGGO,520000
1673,Gilda Kintzel,+62 883-5183-999,0,2,0,0,21,0.29,0,1,0,0,1,1,1,1,0,0,0,1,KOTA SEMARANG,1000000
1674,Paige Vibert,+62 883-565-068,0,2,2,0,25,0.43,1,0,1,0,1,0,1,1,0,1,1,0,KABUPATEN PEKALONGAN,1970000
1675,Wilie Janata,+62 884-0646-00802,0,1,1,0,21,0.57,0,0,1,1,0,1,0,1,0,1,1,0,KABUPATEN ACEH TAMIANG,530000
1676,Eula Oughtright,+62 884-5298-857,0,2,4,0,34,0.14,1,0,1,1,0,0,1,0,1,1,1,0,KOTA CILEGON,800000
1677,Elfrieda Sibun,+62 884-7433-726,0,1,4,0,24,0.43,0,1,1,1,0,0,1,1,1,0,1,0,KABUPATEN BULELENG,1760000
1678,Giralda Littlejohn,+62 884-9685-159,0,1,13,12,35,0.71,0,1,0,1,0,0,1,1,1,0,0,1,KABUPATEN KONAWE UTARA,580000
1679,Corilla Jacquemard,+62 885-0886-975,0,2,4,1,27,0.86,0,1,0,0,0,1,1,0,0,0,0,0,KABUPATEN KEPULAUAN SELAYAR,510000
1680,Alyson Gilfillan,+62 885-2863-4390,0,1,7,2,34,0,1,0,0,0,1,1,0,1,0,0,0,0,KABUPATEN LAHAT,890000
1681,Lois Skehens,+62 885-6398-568,0,1,12,11,38,0.57,0,0,1,1,1,1,1,1,1,1,0,0,KABUPATEN PURBALINGGA,1150000
1682,Juliette Goldthorp,+62 886-1714-974,0,1,7,0,30,1,1,0,1,0,0,0,0,1,1,1,0,0,KABUPATEN BATU BARA,1240000
1683,Caitlin Chicotti,+62 886-2380-88531,0,1,8,3,35,0.57,0,1,1,1,0,1,0,0,0,0,1,1,KOTA PONTIANAK,670000
1684,Leta Kielt,+62 886-324-481,0,1,1,1,23,0,0,1,0,0,0,1,1,0,0,0,0,0,KABUPATEN TUBAN,1080000
1685,Jenilee Elldred,+62 886-355-872,0,2,7,1,27,0.29,0,1,1,0,1,0,1,1,1,1,0,0,KOTA LUBUK LINGGAU,1080000
1686,Delores Leaburn,+62 886-5802-010,0,1,1,1,28,0.29,1,0,1,1,1,0,1,0,0,0,1,1,KABUPATEN LUWU,1850000
1687,Aarika Blakes,+62 886-791-151,0,1,6,6,27,0.43,0,1,0,1,0,1,1,1,0,1,0,1,KABUPATEN PESISIR SELATAN,510000
1688,Alicea Stadding,+62 887-1398-816,0,2,3,2,31,1,0,0,1,1,1,0,1,0,0,0,1,1,KABUPATEN PENUKAL ABAB LEMATANG ILIR,880000
1689,Miquela Burger,+62 887-5104-688,0,1,0,0,22,0.71,1,1,0,1,0,0,0,0,1,0,1,1,KABUPATEN PESISIR SELATAN,1520000
1690,Bettina McRamsey,+62 887-6729-9603,0,1,9,4,31,0.86,1,1,1,1,0,0,1,0,1,1,1,0,KABUPATEN POLEWALI MANDAR,1570000
1691,Stormie Madre,+62 887-9426-14429,0,1,17,15,39,0.14,1,0,1,1,0,0,1,0,1,0,1,0,KABUPATEN BOLAANG MONGONDOW SELATAN,1510000
1692,Dotty Jeffery,+62 888-973-004,0,2,5,2,27,0.43,1,1,0,0,0,1,0,1,1,1,1,0,KABUPATEN PANIAI,810000
1693,Kary Han,+62 889-168-736,0,1,12,4,38,0.57,0,0,1,0,0,1,0,0,1,0,0,1,KOTA CIMAHI,1670000
1694,Meade Melledy,+62 889-2372-963,0,1,3,1,31,0.57,1,0,0,0,0,0,0,0,1,0,1,0,KABUPATEN KUNINGAN,1060000
1695,Glynda Ruffler,+62 889-2994-68439,0,1,2,0,39,0,1,1,0,1,1,1,1,0,1,1,1,1,KABUPATEN GARUT,1790000
1696,Angelita Garlic,+62 889-307-818,0,1,13,10,35,0.71,1,1,0,0,0,1,1,0,0,0,0,0,KABUPATEN SUMBA TENGAH,1430000
1697,Natassia Gunney,+62 889-3558-5418,0,1,4,3,35,0.29,0,1,1,1,1,1,0,1,0,0,1,1,KABUPATEN AGAM,1220000
1698,Consolata Niese,+62 889-5136-4033,0,1,2,0,39,0.57,0,0,1,0,1,0,0,0,0,1,1,1,KABUPATEN SLEMAN,650000
1699,Gussie Gilroy,+62 889-5484-58306,0,2,15,5,38,0.57,1,1,1,1,1,0,0,1,0,1,1,1,KABUPATEN KEBUMEN,1460000
1700,Joey Ginman,+62 889-7817-839,0,1,3,2,29,0.43,1,1,1,1,1,1,0,1,1,0,0,1,KABUPATEN BOGOR,1580000
1701,Benedikta Nickell,+62 890-2184-0390,0,1,2,2,34,0.86,0,0,1,1,0,1,0,0,0,0,0,1,KABUPATEN FAK FAK,1180000
1702,Lind Stancer,+62 890-3481-7637,0,1,5,3,36,0.57,1,0,0,0,1,0,0,0,1,1,0,1,KABUPATEN MUSI RAWAS UTARA,1350000
1703,Lina Hembling,+62 890-5640-3859,0,1,11,0,37,0.57,0,0,0,0,1,1,0,0,1,1,0,0,KOTA KENDARI,1310000
1704,Kassie Davidowich,+62 890-7752-130,0,1,2,2,23,0.57,0,0,1,0,1,1,0,0,1,1,1,0,KABUPATEN MUNA,1580000
1705,Tove Mushett,+62 891-4806-052,0,2,6,3,28,0.57,0,1,0,1,0,0,1,1,1,1,1,0,KABUPATEN SIMALUNGUN,650000
1706,Dale Stairmond,+62 891-5591-0282,0,1,3,1,33,0.43,1,1,0,1,0,1,0,1,0,0,1,0,KABUPATEN SIGI,2000000
1707,Nydia Laguerre,+62 891-7171-4942,0,2,2,2,25,0.29,1,0,0,0,0,0,1,0,1,0,0,0,KABUPATEN KEEROM,1890000
1708,Allianora Binnell,+62 892-238-466,0,2,4,3,25,0,1,0,1,1,1,0,0,1,1,0,0,1,KOTA SUKABUPATENUMI,1220000
1709,Leigha McAllaster,+62 892-7246-023,0,1,5,2,31,0.71,1,1,0,1,0,1,1,0,1,1,0,0,KABUPATEN SRAGEN,930000
